divipola,annee,valeur,moran_local,p_simule,classe,municipio,departamento
50124,2002,2.1485766197414433,0.0703407169295731,0.326,Non significatif,Cabuyaro,Meta
50150,2002,2.1566227937868025,-0.014018906826253473,0.474,Non significatif,Castilla la Nueva,Meta
50223,2002,3.9344203057916465,0.5770738788969415,0.017,Haut-Haut,Cubarral,Meta
50226,2002,3.402445622493884,0.011812142972730224,0.474,Non significatif,Cumaral,Meta
50245,2002,4.814059536489756,0.059776941748817314,0.456,Non significatif,El Calvario,Meta
50251,2002,5.974810567916244,1.437164385517907,0.029,Haut-Haut,El Castillo,Meta
50270,2002,5.081047595651586,0.833118682368623,0.073,Non significatif,El Dorado,Meta
50287,2002,3.329350648799678,0.2937711217529579,0.008,Haut-Haut,Fuente de Oro,Meta
50313,2002,2.683468456967651,-0.09847917229068971,0.008,Atypique,Granada,Meta
50318,2002,2.630909269555591,-0.06631227110991589,0.112,Non significatif,Guamal,Meta
50325,2002,7.2794455106929155,1.9075785870581152,0.037,Haut-Haut,Mapiripán,Meta
50330,2002,5.5601243581256865,1.6389208798198256,0.009,Haut-Haut,Mesetas,Meta
50350,2002,4.486444828103107,1.3507896150189136,0.002,Haut-Haut,La Macarena,Meta
50370,2002,5.345742343435944,1.5843057896425112,0.009,Haut-Haut,Uribe,Meta
50400,2002,4.927630737900176,0.7960858907762942,0.068,Non significatif,Lejanías,Meta
50450,2002,5.269169867916093,1.660441562790166,0.005,Haut-Haut,Puerto Concordia,Meta
50568,2002,2.487769325122245,-0.11944852612429298,0.102,Non significatif,Puerto Gaitán,Meta
50573,2002,2.751927486636617,0.019226578593926836,0.167,Non significatif,Puerto López,Meta
50577,2002,5.167938300028218,1.1018880758218477,0.027,Haut-Haut,Puerto Lleras,Meta
50590,2002,4.813665686900843,1.0220063418293568,0.018,Haut-Haut,Puerto Rico,Meta
50606,2002,2.4360227208863354,-0.1567501930487073,0.067,Non significatif,Restrepo,Meta
50680,2002,2.6852084004368564,0.021267114377393898,0.277,Non significatif,San Carlos de Guaroa,Meta
50683,2002,4.9112158602996425,1.0906862300109665,0.017,Haut-Haut,San Juan de Arama,Meta
50686,2002,5.410815313161442,0.08268300459910603,0.455,Non significatif,San Juanito,Meta
50689,2002,2.6632541688398335,-0.020937631548888024,0.328,Non significatif,San Martín,Meta
50711,2002,6.058884955424166,1.9273179536617253,0.009,Haut-Haut,Vistahermosa,Meta
52001,2002,3.5491297483285527,0.031965928886363584,0.443,Non significatif,Pasto,Nariño
52019,2002,4.672573285617047,0.003997517920487352,0.49,Non significatif,Albán,Nariño
52022,2002,0.7440779682208377,1.211962691239765,0.007,Bas-Bas,Aldana,Nariño
52036,2002,1.1988726934789116,1.0290955806092024,0.004,Bas-Bas,Ancuya,Nariño
52051,2002,2.0724087187020412,0.07316508965842278,0.337,Non significatif,Arboleda,Nariño
52079,2002,3.816826921870543,-0.13800121876735855,0.277,Non significatif,Barbacoas,Nariño
52083,2002,3.6023385042834195,-0.061829090399194944,0.36,Non significatif,Belén,Nariño
52110,2002,2.511959710629188,-0.006862759519133141,0.476,Non significatif,Buesaco,Nariño
52203,2002,3.0852755786096884,0.024713974379669695,0.36,Non significatif,Colón,Nariño
52207,2002,0.9421847293234992,1.0525945554491167,0.008,Bas-Bas,Consacá,Nariño
52210,2002,1.2783392769217665,1.295910490763921,0.001,Bas-Bas,Contadero,Nariño
52215,2002,0.6587518097609547,0.37935167278175197,0.227,Non significatif,Córdoba,Nariño
52224,2002,3.9847878436330157,-0.8931918304416329,0.001,Atypique,Cuaspud Carlosama,Nariño
52227,2002,2.001640297798463,0.19407578836804115,0.154,Non significatif,Cumbal,Nariño
52233,2002,3.9363368585188927,0.20180699170668231,0.24,Non significatif,Cumbitara,Nariño
52240,2002,0.4999180786860437,0.5904000905292782,0.134,Non significatif,Chachagüí,Nariño
52250,2002,5.727453952039263,0.9503107324846438,0.105,Non significatif,El Charco,Nariño
52254,2002,2.6961572338606072,0.031290839894530145,0.166,Non significatif,El Peñol,Nariño
52256,2002,4.44449450175785,0.47705856353566556,0.131,Non significatif,El Rosario,Nariño
52258,2002,4.281051825079181,-0.05979096094068717,0.414,Non significatif,El Tablón de Gómez,Nariño
52260,2002,2.204737982386657,0.18582551579024525,0.102,Non significatif,El Tambo,Nariño
52287,2002,3.9607440099388307,-0.24901232621277433,0.163,Non significatif,Funes,Nariño
52317,2002,0.584509218806887,1.2816962124129048,0.007,Bas-Bas,Guachucal,Nariño
52320,2002,0.7936733446148493,1.4382817462743702,0.001,Bas-Bas,Guaitarilla,Nariño
52323,2002,0.0,1.9970897361301352,0.001,Bas-Bas,Gualmatán,Nariño
52352,2002,0.8202637717040191,1.6180126154397108,0.001,Bas-Bas,Iles,Nariño
52354,2002,0.0,1.9022895268545181,0.003,Bas-Bas,Imués,Nariño
52356,2002,1.5787711357247072,0.2919778350383092,0.152,Non significatif,Ipiales,Nariño
52378,2002,3.8935009860725787,0.07197172627766286,0.412,Non significatif,La Cruz,Nariño
52381,2002,3.3954202341793964,-0.27100787706619206,0.016,Atypique,La Florida,Nariño
52385,2002,1.5109524851571097,-0.055054401208180705,0.448,Non significatif,La Llanada,Nariño
52390,2002,4.255461777245949,0.18988064620526743,0.312,Non significatif,La Tola,Nariño
52399,2002,2.353453908349268,0.03140297936620787,0.377,Non significatif,La Unión,Nariño
52405,2002,3.7831351642078537,0.28766399297357803,0.121,Non significatif,Leiva,Nariño
52411,2002,1.8130558548219038,0.19852990476016455,0.201,Non significatif,Linares,Nariño
52418,2002,3.8751020585406297,0.21486958302896036,0.219,Non significatif,Los Andes,Nariño
52427,2002,2.789264414957736,-0.021216889355044906,0.049,Atypique,Magüí,Nariño
52435,2002,2.531186823463536,0.15768582885158233,0.013,Bas-Bas,Mallama,Nariño
52473,2002,1.3224825164106975,-0.2608412613658071,0.271,Non significatif,Mosquera,Nariño
52480,2002,1.124781633142458,0.5946429288254084,0.064,Non significatif,Nariño,Nariño
52490,2002,4.018338467663664,0.0038488176685790333,0.491,Non significatif,Olaya Herrera,Nariño
52506,2002,0.0,2.0088043494939,0.001,Bas-Bas,Ospina,Nariño
52520,2002,1.4921558857236699,-0.16971582433778884,0.329,Non significatif,Francisco Pizarro,Nariño
52540,2002,4.622616399915886,0.39832231217063024,0.202,Non significatif,Policarpa,Nariño
52560,2002,2.201086838975357,0.172869185785129,0.119,Non significatif,Potosí,Nariño
52565,2002,0.5157228025953663,1.1708514668420167,0.013,Bas-Bas,Providencia,Nariño
52573,2002,2.403431966138927,0.016887612408878892,0.42,Non significatif,Puerres,Nariño
52585,2002,0.11555711251101412,1.2968043008274603,0.022,Bas-Bas,Pupiales,Nariño
52612,2002,2.658894940552036,0.03453903578973415,0.206,Non significatif,Ricaurte,Nariño
52621,2002,3.395920386955535,0.039485527232168915,0.406,Non significatif,Roberto Payán,Nariño
52678,2002,3.0112941438508583,-0.04543208855575324,0.125,Non significatif,Samaniego,Nariño
52683,2002,1.6179286862266875,0.4379503512230055,0.058,Non significatif,Sandoná,Nariño
52685,2002,2.3530311859288005,-0.09084204983078688,0.248,Non significatif,San Bernardo,Nariño
52687,2002,1.3715723459483573,0.4152922561189656,0.114,Non significatif,San Lorenzo,Nariño
52693,2002,4.326689045623818,0.177880809120809,0.331,Non significatif,San Pablo,Nariño
52694,2002,1.9293693163300316,-0.04845654907719718,0.437,Non significatif,San Pedro de Cartago,Nariño
52696,2002,3.7895492557792676,0.40205077186820326,0.038,Haut-Haut,Santa Bárbara,Nariño
52699,2002,2.2297532993443667,0.2535411616429537,0.034,Bas-Bas,Santacruz,Nariño
52720,2002,0.27229460300455843,1.999337138042091,0.001,Bas-Bas,Sapuyes,Nariño
52786,2002,2.8265724028256347,0.004471731627020241,0.085,Non significatif,Taminango,Nariño
52788,2002,5.486579294406676,-0.8521688803305524,0.081,Non significatif,Tangua,Nariño
52835,2002,3.2241383310738474,-0.001204348516993684,0.476,Non significatif,San Andrés de Tumaco,Nariño
52838,2002,0.3079116209205782,1.9985878979084075,0.001,Bas-Bas,Túquerres,Nariño
52885,2002,0.5997553999708464,0.9780224191649998,0.033,Bas-Bas,Yacuanquer,Nariño
54001,2002,1.954814949683582,0.05600176385928734,0.372,Non significatif,San José de Cúcuta,Norte de Santander
54003,2002,2.942993532448841,0.017235953917752053,0.275,Non significatif,Ábrego,Norte de Santander
54051,2002,4.249652365768146,0.12424243447589231,0.385,Non significatif,Arboledas,Norte de Santander
54099,2002,0.951561878541639,0.8506526027122006,0.027,Bas-Bas,Bochalema,Norte de Santander
54109,2002,3.2092621685787384,0.08324127279643637,0.202,Non significatif,Bucarasica,Norte de Santander
54125,2002,2.0947125472611012,0.397129162206016,0.012,Bas-Bas,Cácota,Norte de Santander
54128,2002,3.97782473178644,0.5287832611947364,0.025,Haut-Haut,Cáchira,Norte de Santander
54172,2002,1.248589536167159,0.8387341115963273,0.012,Bas-Bas,Chinácota,Norte de Santander
54174,2002,1.7883149873238993,0.0784646729695135,0.35,Non significatif,Chitagá,Norte de Santander
54206,2002,7.159890084855103,4.215066565909535,0.001,Haut-Haut,Convención,Norte de Santander
54223,2002,2.7950965632682094,0.017924112096630553,0.045,Bas-Bas,Cucutilla,Norte de Santander
54239,2002,2.535058912692999,0.17427483219553536,0.007,Bas-Bas,Durania,Norte de Santander
54245,2002,5.657498093466747,2.9404243907040146,0.001,Haut-Haut,El Carmen,Norte de Santander
54250,2002,6.127061031348929,3.272361050385629,0.001,Haut-Haut,El Tarra,Norte de Santander
54261,2002,2.8822976730272876,-0.0054854708613187395,0.275,Non significatif,El Zulia,Norte de Santander
54313,2002,2.7728249931612634,0.0025863504727253453,0.412,Non significatif,Gramalote,Norte de Santander
54344,2002,5.004625892084573,0.7980161268868174,0.076,Non significatif,Hacarí,Norte de Santander
54347,2002,1.608085204894437,0.6533028396757552,0.012,Bas-Bas,Herrán,Norte de Santander
54377,2002,2.2891061708505633,0.18153972270528085,0.075,Non significatif,Labateca,Norte de Santander
54385,2002,3.2996149158943013,0.13381190602186543,0.129,Non significatif,La Esperanza,Norte de Santander
54398,2002,3.5299306047672716,0.2364927015335896,0.096,Non significatif,La Playa,Norte de Santander
54405,2002,0.7248281113553405,0.6951121859720135,0.075,Non significatif,Los Patios,Norte de Santander
54418,2002,5.211610719446036,-0.22049853969536326,0.324,Non significatif,Lourdes,Norte de Santander
54480,2002,1.5095852173117883,0.41608168208970725,0.09,Non significatif,Mutiscua,Norte de Santander
54498,2002,2.8867645209661124,0.004271158064970236,0.379,Non significatif,Ocaña,Norte de Santander
54518,2002,1.032958337348724,0.6043683018549779,0.073,Non significatif,Pamplona,Norte de Santander
54520,2002,0.16720237086918122,1.097633218051175,0.036,Bas-Bas,Pamplonita,Norte de Santander
54553,2002,3.324690605844571,-0.0720542233125744,0.259,Non significatif,Puerto Santander,Norte de Santander
54599,2002,2.3251522007757126,0.27326310154850736,0.013,Bas-Bas,Ragonvalia,Norte de Santander
54660,2002,4.1652499304479855,0.08898684181114778,0.414,Non significatif,Salazar,Norte de Santander
54670,2002,5.506332928001503,1.1158728503749111,0.043,Haut-Haut,San Calixto,Norte de Santander
54673,2002,1.6481601516731201,0.4823954614629354,0.04,Bas-Bas,San Cayetano,Norte de Santander
54680,2002,0.5087008572310631,-0.31048264799190467,0.315,Non significatif,Santiago,Norte de Santander
54720,2002,4.828268866004661,0.504429677519823,0.175,Non significatif,Sardinata,Norte de Santander
54743,2002,0.6890008162010883,0.333904099184344,0.258,Non significatif,Silos,Norte de Santander
54800,2002,6.652393209638954,3.825842666293014,0.001,Haut-Haut,Teorama,Norte de Santander
54810,2002,5.8066809116514095,3.0127593169756777,0.001,Haut-Haut,Tibú,Norte de Santander
54820,2002,2.4145976623438226,0.1459219963120077,0.071,Non significatif,Toledo,Norte de Santander
54871,2002,2.0597261872502792,-0.20011095692283373,0.167,Non significatif,Villa Caro,Norte de Santander
54874,2002,1.1915235699825155,0.5899070293281977,0.062,Non significatif,Villa del Rosario,Norte de Santander
63001,2002,0.31246362918176784,1.0776581976516357,0.033,Bas-Bas,Armenia,Quindio
63111,2002,1.360565522372275,0.049362650757941974,0.432,Non significatif,Buenavista,Quindio
63130,2002,1.8310367096535307,0.4637488341965718,0.026,Bas-Bas,Calarcá,Quindio
63190,2002,0.5011094244818055,1.0175462248754672,0.032,Bas-Bas,Circasia,Quindio
63212,2002,3.9560502930027837,-0.1951298869259933,0.233,Non significatif,Córdoba,Quindio
63272,2002,1.6949473944109033,0.6580315921230426,0.008,Bas-Bas,Filandia,Quindio
63302,2002,4.5766326413025675,0.2384162559466802,0.3,Non significatif,Génova,Quindio
63401,2002,0.7261575922616581,0.8245271847168814,0.043,Bas-Bas,La Tebaida,Quindio
63470,2002,0.37099503962010244,1.2802281422063502,0.013,Bas-Bas,Montenegro,Quindio
63548,2002,4.193436399931255,0.04094755884393139,0.454,Non significatif,Pijao,Quindio
63594,2002,0.35805355726898447,1.4669994145897234,0.008,Bas-Bas,Quimbaya,Quindio
63690,2002,3.050065415241592,-0.08247520538634882,0.043,Atypique,Salento,Quindio
66001,2002,0.5904120076019109,1.0934952596492498,0.017,Bas-Bas,Pereira,Risaralda
66045,2002,2.977655723082096,0.017836911340290362,0.309,Non significatif,Apía,Risaralda
66075,2002,1.6891080224886434,0.05577208217331112,0.394,Non significatif,Balboa,Risaralda
66088,2002,3.1569704770541818,0.012321286930055962,0.44,Non significatif,Belén de Umbría,Risaralda
66170,2002,0.2591529608030971,1.4779054845866466,0.009,Bas-Bas,Dosquebradas,Risaralda
66318,2002,3.17073099598519,0.08074704942551521,0.178,Non significatif,Guática,Risaralda
66383,2002,3.5965315727840217,-0.03204350386671839,0.407,Non significatif,La Celia,Risaralda
66400,2002,0.9736323559892465,0.5330073810372746,0.112,Non significatif,La Virginia,Risaralda
66440,2002,0.9094057621941621,0.7931856807048138,0.037,Bas-Bas,Marsella,Risaralda
66456,2002,3.7718361597911727,0.16290968825717805,0.252,Non significatif,Mistrató,Risaralda
66572,2002,4.933843786104426,0.7696850872379408,0.073,Non significatif,Pueblo Rico,Risaralda
66594,2002,4.45745896424264,0.11554366428802815,0.393,Non significatif,Quinchía,Risaralda
66682,2002,0.16895577373092022,1.5244523130341612,0.01,Bas-Bas,Santa Rosa de Cabal,Risaralda
66687,2002,4.5436884403861235,-0.1730425665969415,0.325,Non significatif,Santuario,Risaralda
68001,2002,0.8892877761539585,0.4102355221813815,0.182,Non significatif,Bucaramanga,Santander
68013,2002,0.0,0.2667060689059755,0.33,Non significatif,Aguada,Santander
68020,2002,2.917864943862998,-0.02961814278377915,0.05,Non significatif,Albania,Santander
68051,2002,0.33695476908839894,1.5541749383333798,0.005,Bas-Bas,Aratoca,Santander
68077,2002,1.396429329738041,0.6797867104307247,0.025,Bas-Bas,Barbosa,Santander
68079,2002,0.996017220421209,0.9409205846023119,0.016,Bas-Bas,Barichara,Santander
68081,2002,3.241545112397503,0.14991185622536266,0.071,Non significatif,Barrancabermeja,Santander
68092,2002,3.6429378751025356,-0.11466904217484136,0.276,Non significatif,Betulia,Santander
68101,2002,3.8778546118746573,0.21317177869257084,0.215,Non significatif,Bolívar,Santander
68121,2002,2.171097161724313,0.21414418930574863,0.087,Non significatif,Cabrera,Santander
68132,2002,3.833610101642992,0.13471884934264808,0.302,Non significatif,California,Santander
68147,2002,3.937897562689421,-0.0726772261539316,0.379,Non significatif,Capitanejo,Santander
68152,2002,3.4715132695626036,0.14113259072186174,0.195,Non significatif,Carcasí,Santander
68160,2002,2.959682964764833,-0.04744722944887965,0.045,Atypique,Cepitá,Santander
68162,2002,3.2040426333229437,-0.016371894985080668,0.412,Non significatif,Cerrito,Santander
68167,2002,2.0638003247750145,0.20013708087003101,0.141,Non significatif,Charalá,Santander
68169,2002,3.3936141689663883,-0.00023634565194199453,0.491,Non significatif,Charta,Santander
68176,2002,5.058458813641051,-0.9968719427241043,0.03,Atypique,Chima,Santander
68179,2002,2.002892058048144,0.3177374325757237,0.053,Non significatif,Chipatá,Santander
68190,2002,2.921087135827424,0.02226421938238386,0.136,Non significatif,Cimitarra,Santander
68207,2002,3.008223902542141,0.012952268636871468,0.389,Non significatif,Concepción,Santander
68209,2002,3.0618710243135867,-0.14695978510248264,0.004,Atypique,Confines,Santander
68211,2002,2.7568256039265773,0.006365092591450075,0.363,Non significatif,Contratación,Santander
68217,2002,3.6864057712183587,-0.2391042149425431,0.125,Non significatif,Coromoro,Santander
68229,2002,0.8466415223821097,1.2055762323739334,0.004,Bas-Bas,Curití,Santander
68235,2002,2.8821147284526782,0.018388525137725653,0.043,Haut-Haut,El Carmen de Chucuri,Santander
68245,2002,2.5781137709730393,0.0669678978840895,0.143,Non significatif,El Guacamayo,Santander
68250,2002,4.233463355136502,0.027461374034179715,0.474,Non significatif,El Peñón,Santander
68255,2002,4.759719776061106,0.7930094783129975,0.058,Non significatif,El Playón,Santander
68264,2002,1.8233222114101073,0.4625209127693475,0.03,Bas-Bas,Encino,Santander
68266,2002,3.2602664021679457,0.06086854919309438,0.291,Non significatif,Enciso,Santander
68271,2002,3.0426596567716557,-0.06757042629963067,0.077,Non significatif,Florián,Santander
68276,2002,0.10949208412075469,0.7857434039503425,0.115,Non significatif,Floridablanca,Santander
68296,2002,3.0714624807193767,-0.05531327968984471,0.154,Non significatif,Galán,Santander
68298,2002,2.7755105452725912,0.03084138146398618,0.026,Bas-Bas,Gámbita,Santander
68307,2002,1.2282201879816628,0.3316744362272579,0.189,Non significatif,Girón,Santander
68318,2002,2.743916822577182,0.005384014052537057,0.399,Non significatif,Guaca,Santander
68320,2002,0.941384423639603,0.5671117562588069,0.107,Non significatif,Guadalupe,Santander
68322,2002,0.737445151564234,0.5411603116022968,0.14,Non significatif,Guapotá,Santander
68324,2002,2.288919835388035,0.21474867195270955,0.046,Bas-Bas,Guavatá,Santander
68327,2002,1.1727377348890693,0.5460208043023692,0.082,Non significatif,Güepsa,Santander
68344,2002,5.608348840796699,-1.1107535561607076,0.042,Atypique,Hato,Santander
68368,2002,1.6925634251782793,0.25305528885895956,0.175,Non significatif,Jesús María,Santander
68370,2002,0.0,2.0522388250210097,0.001,Bas-Bas,Jordán,Santander
68377,2002,3.499565808725385,-0.008561049439991603,0.473,Non significatif,La Belleza,Santander
68385,2002,4.68330888454312,0.1782829909735054,0.363,Non significatif,Landázuri,Santander
68397,2002,3.469969283230217,-0.2284745501948491,0.06,Non significatif,La Paz,Santander
68406,2002,2.9392793178385297,-0.022091753398199198,0.175,Non significatif,Lebrija,Santander
68418,2002,0.0,1.6969649318965958,0.007,Bas-Bas,Los Santos,Santander
68425,2002,3.6788764280480097,0.2397978125251329,0.133,Non significatif,Macaravita,Santander
68432,2002,3.1068369843779258,0.01840061691085315,0.399,Non significatif,Málaga,Santander
68444,2002,4.75034835209253,0.07558599310348454,0.439,Non significatif,Matanza,Santander
68464,2002,3.393864507486192,-0.1484727294363171,0.131,Non significatif,Mogotes,Santander
68468,2002,3.808155466165511,0.05164749777182698,0.422,Non significatif,Molagavita,Santander
68498,2002,0.48496676091952573,0.7588376919014818,0.086,Non significatif,Ocamonte,Santander
68500,2002,1.026052357150035,0.5751770675619751,0.091,Non significatif,Oiba,Santander
68502,2002,3.2473694467609326,-0.12438075206833304,0.098,Non significatif,Onzaga,Santander
68522,2002,1.126455913698635,0.5430378175881263,0.092,Non significatif,Palmar,Santander
68524,2002,0.0,1.2294566344546056,0.031,Bas-Bas,Palmas del Socorro,Santander
68533,2002,1.9357711765042582,0.437267952494154,0.021,Bas-Bas,Páramo,Santander
68547,2002,0.5109300124377852,0.6374837798645571,0.13,Non significatif,Piedecuesta,Santander
68549,2002,0.9378251583868431,0.9247283012833077,0.019,Bas-Bas,Pinchote,Santander
68572,2002,1.71309440183653,0.6073429763077588,0.013,Bas-Bas,Puente Nacional,Santander
68573,2002,3.013743927350203,0.061867494634745585,0.082,Non significatif,Puerto Parra,Santander
68575,2002,3.796217478492864,0.40917961039403056,0.05,Non significatif,Puerto Wilches,Santander
68615,2002,3.6183388434914767,0.23184551014660465,0.125,Non significatif,Rionegro,Santander
68655,2002,3.99535114399545,0.30391490413932726,0.151,Non significatif,Sabana de Torres,Santander
68669,2002,2.835365483120617,-0.00026884007939633435,0.428,Non significatif,San Andrés,Santander
68673,2002,2.955255159014331,-0.060290385938175386,0.013,Atypique,San Benito,Santander
68679,2002,0.33388151517180176,1.203841013262976,0.023,Bas-Bas,San Gil,Santander
68682,2002,3.3514057721065114,-0.009459056586838866,0.459,Non significatif,San Joaquín,Santander
68684,2002,2.3970015044343347,-0.08431958129575061,0.236,Non significatif,San José de Miranda,Santander
68686,2002,3.610288784255752,0.12166020144916843,0.275,Non significatif,San Miguel,Santander
68689,2002,3.5281841451637193,0.15365815535383187,0.201,Non significatif,San Vicente de Chucurí,Santander
68705,2002,3.803105695730868,-0.2908413338168822,0.103,Non significatif,Santa Bárbara,Santander
68720,2002,4.410916592173807,0.07053409901556366,0.435,Non significatif,Santa Helena del Opón,Santander
68745,2002,4.679310019733417,0.6023491411183076,0.103,Non significatif,Simacota,Santander
68755,2002,0.4190237797412608,1.2160659801861042,0.014,Bas-Bas,Socorro,Santander
68770,2002,2.3288615928335514,0.21355772846843918,0.036,Bas-Bas,Suaita,Santander
68773,2002,3.793918858736879,0.12770613871862568,0.303,Non significatif,Sucre,Santander
68780,2002,5.166735378273211,0.43315647380051286,0.24,Non significatif,Suratá,Santander
68820,2002,3.170079759586525,-0.1558807920438697,0.025,Atypique,Tona,Santander
68855,2002,1.5703824849178263,0.8014656528934372,0.003,Bas-Bas,Valle de San José,Santander
68861,2002,1.0584034034081728,0.16368623305159777,0.343,Non significatif,Vélez,Santander
68867,2002,1.5531334782952146,0.1293892678204941,0.333,Non significatif,Vetas,Santander
68872,2002,0.4680954061677301,1.5874928407270292,0.002,Bas-Bas,Villanueva,Santander
68895,2002,3.3321774058651976,-0.25934214450876697,0.012,Atypique,Zapatoca,Santander
70001,2002,2.1109856692539752,-0.10635108803550664,0.29,Non significatif,Sincelejo,Sucre
70110,2002,4.839765241741563,0.8667196075417956,0.045,Haut-Haut,Buenavista,Sucre
70124,2002,4.555476550647479,0.16669568551220534,0.359,Non significatif,Caimito,Sucre
70204,2002,6.452653001866152,2.4229810582806546,0.004,Haut-Haut,Colosó,Sucre
70215,2002,1.7935514147250755,-0.06713395336331185,0.415,Non significatif,Corozal,Sucre
70221,2002,0.7591142585578837,0.552534325808028,0.134,Non significatif,Coveñas,Sucre
70230,2002,6.361989957866599,2.847352364882717,0.001,Haut-Haut,Chalán,Sucre
70233,2002,4.205956374317295,-0.1638019508118738,0.301,Non significatif,El Roble,Sucre
70235,2002,4.1753620721557185,0.41548451478713644,0.112,Non significatif,Galeras,Sucre
70265,2002,4.510340489393385,0.750413692278522,0.04,Haut-Haut,Guaranda,Sucre
70400,2002,1.5919980842449615,0.024823363913587655,0.45,Non significatif,La Unión,Sucre
70418,2002,4.60294216092908,1.0224604859926985,0.014,Haut-Haut,Los Palmitos,Sucre
70429,2002,3.632431243630061,0.5750061843241342,0.003,Haut-Haut,Majagual,Sucre
70473,2002,4.652500106929576,0.7935515784893216,0.045,Haut-Haut,Morroa,Sucre
70508,2002,5.868866658721562,2.561869999782519,0.001,Haut-Haut,Ovejas,Sucre
70523,2002,4.003700784444804,-0.5340907220282319,0.029,Atypique,Palmito,Sucre
70670,2002,1.3133845839562623,0.4931424927677913,0.09,Non significatif,Sampués,Sucre
70678,2002,6.09474316678709,1.1217622445795916,0.095,Non significatif,San Benito Abad,Sucre
70702,2002,2.4823213415388,-0.016437476823150755,0.434,Non significatif,San Juan de Betulia,Sucre
70708,2002,2.6178923401247056,-0.019039929804919656,0.379,Non significatif,San Marcos,Sucre
70713,2002,5.644691953617823,2.075581979847989,0.002,Haut-Haut,San Onofre,Sucre
70717,2002,4.027086888180674,0.5282946108795483,0.045,Haut-Haut,San Pedro,Sucre
70742,2002,2.5746299376538553,-0.05180540539854938,0.232,Non significatif,San Luis de Sincé,Sucre
70771,2002,5.188357738049609,1.3132587897839159,0.017,Haut-Haut,Sucre,Sucre
70820,2002,2.4897259054913814,-0.19601503752819846,0.017,Atypique,Santiago de Tolú,Sucre
70823,2002,5.559881329376688,1.3370134596990675,0.03,Haut-Haut,San José de Toluviejo,Sucre
73001,2002,1.525904514550842,-0.6358218308077801,0.032,Atypique,Ibagué,Tolima
73024,2002,4.241580173139026,0.9057752215881629,0.005,Haut-Haut,Alpujarra,Tolima
73026,2002,3.6325613725800867,0.08272238522837881,0.345,Non significatif,Alvarado,Tolima
73030,2002,3.134172876505905,0.1479449242283319,0.026,Haut-Haut,Ambalema,Tolima
73043,2002,4.656155898806973,0.5248929334616678,0.127,Non significatif,Anzoátegui,Tolima
73055,2002,3.664041493983813,0.15130307895227685,0.248,Non significatif,Armero,Tolima
73067,2002,5.979188033130774,1.3166285958211235,0.055,Non significatif,Ataco,Tolima
73124,2002,3.7075865444681946,0.1771536346724061,0.229,Non significatif,Cajamarca,Tolima
73148,2002,0.0,0.9457472330471219,0.083,Non significatif,Carmen de Apicalá,Tolima
73152,2002,4.099290219830812,0.585017972212591,0.035,Haut-Haut,Casabianca,Tolima
73168,2002,4.398674116630268,1.0323140367002535,0.005,Haut-Haut,Chaparral,Tolima
73200,2002,2.6165375858827624,0.13054335648795806,0.006,Bas-Bas,Coello,Tolima
73217,2002,4.792849135228112,0.9478492979245294,0.03,Haut-Haut,Coyaima,Tolima
73226,2002,6.207954970981937,-0.6320245991039309,0.225,Non significatif,Cunday,Tolima
73236,2002,5.658633800597658,2.1270646979293337,0.002,Haut-Haut,Dolores,Tolima
73268,2002,0.8338832067245576,1.0002759388305067,0.015,Bas-Bas,Espinal,Tolima
73270,2002,4.216326393400424,0.144174045411611,0.345,Non significatif,Falan,Tolima
73275,2002,0.7820753765953306,1.3086287828640983,0.003,Bas-Bas,Flandes,Tolima
73283,2002,3.5869052544940345,0.3131768764088404,0.053,Non significatif,Fresno,Tolima
73319,2002,2.3273813381016497,0.1634479006639894,0.101,Non significatif,Guamo,Tolima
73347,2002,3.8415400354471,0.4832495954565519,0.029,Haut-Haut,Herveo,Tolima
73349,2002,1.8510881276639095,-0.20399075699834363,0.224,Non significatif,Honda,Tolima
73352,2002,4.026837020718019,-0.1681790867493824,0.282,Non significatif,Icononzo,Tolima
73408,2002,3.7699195809124113,0.2919923284260974,0.112,Non significatif,Lérida,Tolima
73411,2002,4.423293103214297,0.6589120960417152,0.054,Non significatif,Líbano,Tolima
73443,2002,2.606589766788335,-0.0769396785540577,0.101,Non significatif,San Sebastián de Mariquita,Tolima
73449,2002,0.5495177134738939,0.889999016164036,0.056,Non significatif,Melgar,Tolima
73461,2002,4.921755778890946,1.0684335489835037,0.024,Haut-Haut,Murillo,Tolima
73483,2002,5.3176660137603236,1.5165503029625185,0.009,Haut-Haut,Natagaima,Tolima
73504,2002,3.7849502774890693,0.4291041366543175,0.04,Haut-Haut,Ortega,Tolima
73520,2002,4.170991583614627,0.3814324032560676,0.132,Non significatif,Palocabildo,Tolima
73547,2002,1.749588735663255,0.23005154652363366,0.193,Non significatif,Piedras,Tolima
73555,2002,4.92840194091965,0.597547953669969,0.132,Non significatif,Planadas,Tolima
73563,2002,6.131856084618491,1.8731176810723065,0.013,Haut-Haut,Prado,Tolima
73585,2002,3.923750707811669,0.2559371901020205,0.191,Non significatif,Purificación,Tolima
73616,2002,4.968723610763751,1.0632178663812573,0.028,Haut-Haut,Rioblanco,Tolima
73622,2002,4.556309248876901,0.9091690464755621,0.019,Haut-Haut,Roncesvalles,Tolima
73624,2002,4.441223363402217,0.3944761257711837,0.181,Non significatif,Rovira,Tolima
